"","X","hitid","assignmentaccepttime","Answer.Qasmm1","Answer.Qasmm2","Answer.acrossLabel","Answer.cond","Answer.Qasm2","Answer.Qasm1","Answer.withinLabel","Answer.label","Answer.Qwsmm1","Answer.Qwsmm2","Answer.sample","Answer.acrossTarget","Answer.mainNum","Answer.acrossOther","Answer.click1","Answer.click2","Answer.Qwsm1","Answer.question1","Answer.Qwsm2","Answer.question2","Answer.withinTarget","Answer.dist","Answer.withinOther","Answer.Qacheck","Answer.Qwcheck","runNum","workerids"
"273",273,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:31:10 PDT 2012",1,0,"""tupa""","""1""",1,1,"""fep""",1,0,0,0,"""c""",13,"""d""","""correct""","""correct""",1,TRUE,1,TRUE,"""a""","[]","""b""",0,0,5,"266"
"274",274,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:30:17 PDT 2012",0,0,"""fep""","""1""",1,1,"""wug""",1,0,0,0,"""a""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""d""","[]","""b""",0,0,5,"267"
"275",275,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:30:46 PDT 2012",0,0,"""fep""","""1""",1,0,"""wug""",1,0,0,0,"""c""",13,"""d""","""correct""","""correct""",0,TRUE,1,TRUE,"""b""","[]","""a""",0,0,5,"268"
"276",276,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:32:07 PDT 2012",0,0,"""wug""","""1""",1,1,"""fep""",1,0,0,0,"""d""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""a""",0,0,5,"269"
"277",277,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:32:25 PDT 2012",1,0,"""fep""","""1""",1,1,"""wug""",1,0,0,0,"""d""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""a""",0,0,5,"270"
"278",278,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:31:50 PDT 2012",0,0,"""wug""","""1""",1,1,"""blicket""",1,0,0,0,"""d""",13,"""a""","""correct""","""correct""",0,TRUE,1,TRUE,"""c""","[]","""b""",0,0,5,"271"
"279",279,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:32:57 PDT 2012",0,1,"""wug""","""2""",1,1,"""fep""",1,0,0,1,"""b""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""d""","[]","""a""",0,0,5,"272"
"280",280,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:32:50 PDT 2012",1,1,"""tupa""","""2""",1,1,"""blicket""",1,0,0,1,"""b""",13,"""a""","""correct""","""correct""",1,TRUE,1,TRUE,"""c""","[]","""d""",0,0,5,"273"
"281",281,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:33:02 PDT 2012",1,0,"""wug""","""2""",1,1,"""fep""",1,0,0,1,"""c""",13,"""d""","""correct""","""correct""",0,TRUE,0,TRUE,"""a""","[]","""b""",0,0,5,"274"
"282",282,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:33:38 PDT 2012",0,0,"""blicket""","""2""",0,0,"""fep""",1,0,0,1,"""b""",13,"""d""","""correct""","""correct""",1,TRUE,0,TRUE,"""a""","[]","""c""",0,0,5,"275"
"283",283,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:34:33 PDT 2012",0,0,"""blicket""","""2""",1,1,"""tupa""",1,0,0,1,"""b""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""d""","[]","""a""",0,0,5,"184"
"284",284,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:34:11 PDT 2012",1,1,"""fep""","""2""",1,1,"""wug""",1,0,0,1,"""a""",13,"""d""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""c""",0,0,5,"276"
"285",285,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:34:52 PDT 2012",0,0,"""wug""","""2""",1,0,"""blicket""",1,0,0,1,"""b""",13,"""d""","""correct""","""correct""",1,TRUE,1,TRUE,"""c""","[]","""a""",0,0,5,"277"
"286",286,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:35:00 PDT 2012",1,0,"""fep""","""2""",1,1,"""wug""",1,0,0,1,"""b""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""a""","[]","""d""",0,0,5,"278"
"287",287,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:35:24 PDT 2012",0,0,"""fep""","""2""",1,1,"""blicket""",1,0,0,1,"""d""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""a""","[]","""b""",0,0,5,"279"
"288",288,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:35:42 PDT 2012",0,0,"""blicket""","""2""",1,1,"""tupa""",1,0,0,1,"""c""",13,"""d""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""a""",0,0,5,"280"
"289",289,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:38:57 PDT 2012",0,0,"""blicket""","""1""",1,1,"""fep""",1,0,0,0,"""c""",13,"""b""","""correct""","""correct""",1,TRUE,1,TRUE,"""d""","[]","""a""",0,0,5,"281"
"290",290,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:38:54 PDT 2012",0,0,"""fep""","""1""",1,1,"""blicket""",1,0,0,0,"""b""",13,"""d""","""correct""","""correct""",1,TRUE,1,TRUE,"""c""","[]","""a""",0,0,5,"282"
"291",291,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:38:55 PDT 2012",1,1,"""wug""","""1""",1,1,"""tupa""",1,1,1,0,"""c""",13,"""d""","""correct""","""correct""",1,TRUE,1,TRUE,"""a""","[]","""b""",0,0,5,"283"
"292",292,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:40:28 PDT 2012",0,0,"""wug""","""1""",1,1,"""fep""",1,0,0,0,"""d""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""a""",0,0,5,"284"
"293",293,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:40:45 PDT 2012",1,0,"""fep""","""1""",1,1,"""wug""",1,0,0,0,"""d""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""a""",0,0,5,"285"
"294",294,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:39:52 PDT 2012",0,0,"""tupa""","""1""",0,0,"""fep""",1,0,0,0,"""b""",13,"""a""","""correct""","""correct""",1,TRUE,0,TRUE,"""d""","[]","""c""",0,0,5,"286"
"295",295,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:40:55 PDT 2012",0,0,"""blicket""","""1""",0,1,"""wug""",1,0,0,0,"""d""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""a""",0,0,5,"287"
"296",296,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:42:08 PDT 2012",0,0,"""tupa""","""2""",1,1,"""wug""",1,0,0,1,"""d""",13,"""b""","""correct""","""correct""",1,TRUE,1,TRUE,"""c""","[]","""a""",0,0,5,"288"
"297",297,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:42:21 PDT 2012",0,0,"""tupa""","""2""",0,1,"""wug""",1,0,0,1,"""d""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""a""",0,0,5,"289"
"298",298,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:44:11 PDT 2012",0,0,"""fep""","""2""",1,1,"""wug""",1,1,0,1,"""c""",13,"""b""","""correct""","""false""",1,TRUE,1,TRUE,"""a""","[]","""d""",0,0,5,"290"
"299",299,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:44:49 PDT 2012",0,0,"""blicket""","""2""",1,1,"""tupa""",1,0,0,1,"""c""",13,"""b""","""correct""","""correct""",1,TRUE,1,TRUE,"""d""","[]","""a""",0,0,5,"291"
"300",300,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:43:36 PDT 2012",0,0,"""tupa""","""2""",0,1,"""fep""",1,0,0,1,"""a""",13,"""b""","""correct""","""correct""",1,TRUE,1,TRUE,"""c""","[]","""d""",0,0,5,"292"
"301",301,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:43:49 PDT 2012",1,0,"""wug""","""2""",0,1,"""tupa""",1,0,0,1,"""a""",13,"""c""","""false""","""false""",0,TRUE,0,TRUE,"""b""","[]","""d""",0,0,5,"293"
"302",302,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:45:09 PDT 2012",1,1,"""wug""","""2""",1,1,"""tupa""",1,0,0,1,"""a""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""d""","[]","""b""",0,0,5,"294"
"303",303,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:45:54 PDT 2012",0,0,"""wug""","""2""",0,0,"""blicket""",1,0,0,1,"""a""",13,"""c""","""correct""","""correct""",0,TRUE,0,TRUE,"""d""","[]","""b""",0,0,5,"295"
"304",304,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:46:45 PDT 2012",1,1,"""wug""","""1""",1,1,"""tupa""",1,1,1,0,"""d""",13,"""a""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""c""",0,0,5,"296"
"305",305,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:48:17 PDT 2012",0,0,"""tupa""","""1""",1,1,"""blicket""",1,1,0,0,"""d""",13,"""b""","""correct""","""correct""",1,TRUE,1,TRUE,"""a""","[]","""c""",0,0,5,"297"
"306",306,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:48:49 PDT 2012",1,0,"""wug""","""1""",1,1,"""fep""",1,0,0,0,"""b""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""d""","[]","""a""",0,0,5,"298"
"307",307,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:47:51 PDT 2012",0,0,"""tupa""","""1""",1,1,"""fep""",1,0,0,0,"""b""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""d""","[]","""a""",0,0,5,"299"
"308",308,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:48:57 PDT 2012",1,0,"""wug""","""1""",1,1,"""blicket""",1,0,0,0,"""a""",13,"""d""","""correct""","""correct""",1,TRUE,1,TRUE,"""c""","[]","""b""",0,0,5,"300"
"309",309,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:49:23 PDT 2012",1,0,"""fep""","""1""",0,1,"""tupa""",1,0,0,0,"""a""",13,"""b""","""correct""","""correct""",1,TRUE,1,TRUE,"""d""","[]","""c""",0,0,5,"301"
"310",310,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:48:28 PDT 2012",0,0,"""tupa""","""1""",1,1,"""blicket""",1,0,0,0,"""d""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""a""",0,0,5,"302"
"311",311,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:48:47 PDT 2012",1,1,"""tupa""","""1""",1,1,"""blicket""",1,1,1,0,"""a""",13,"""d""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""c""",0,0,5,"303"
"312",312,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:50:32 PDT 2012",0,0,"""fep""","""1""",0,1,"""wug""",1,0,0,0,"""a""",13,"""d""","""correct""","""correct""",0,TRUE,0,TRUE,"""c""","[]","""b""",0,0,5,"304"
"313",313,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:51:11 PDT 2012",0,0,"""blicket""","""2""",1,1,"""fep""",1,0,0,1,"""b""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""d""","[]","""a""",0,0,5,"305"
"314",314,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:50:59 PDT 2012",1,1,"""tupa""","""2""",1,1,"""blicket""",1,1,1,1,"""b""",13,"""d""","""correct""","""correct""",1,TRUE,1,TRUE,"""c""","[]","""a""",0,0,5,"306"
"315",315,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:51:49 PDT 2012",0,0,"""tupa""","""2""",1,1,"""wug""",1,0,0,1,"""b""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""a""","[]","""d""",0,0,5,"307"
"316",316,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:53:10 PDT 2012",0,0,"""fep""","""2""",1,0,"""blicket""",1,0,0,1,"""b""",13,"""c""","""correct""","""correct""",1,TRUE,0,TRUE,"""d""","[]","""a""",0,0,5,"308"
"317",317,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:54:27 PDT 2012",1,0,"""wug""","""2""",1,1,"""blicket""",1,0,0,1,"""d""",13,"""b""","""correct""","""correct""",1,TRUE,1,TRUE,"""c""","[]","""a""",0,0,5,"309"
"318",318,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:54:14 PDT 2012",0,0,"""wug""","""2""",1,1,"""fep""",1,0,0,1,"""c""",13,"""a""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""d""",0,0,5,"310"
"319",319,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:56:05 PDT 2012",1,1,"""fep""","""1""",1,1,"""wug""",1,0,0,0,"""b""",13,"""a""","""correct""","""correct""",0,TRUE,0,FALSE,"""c""","[]","""d""",0,0,5,"311"
"320",320,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:55:47 PDT 2012",1,1,"""tupa""","""1""",1,1,"""wug""",1,1,0,0,"""b""",13,"""a""","""correct""","""correct""",1,TRUE,1,TRUE,"""d""","[]","""c""",0,0,5,"312"
"321",321,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:58:11 PDT 2012",0,0,"""blicket""","""1""",0,0,"""tupa""",1,0,0,0,"""b""",13,"""d""","""correct""","""correct""",0,TRUE,0,TRUE,"""a""","[]","""c""",0,0,5,"313"
"322",322,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:58:33 PDT 2012",1,1,"""tupa""","""1""",1,0,"""blicket""",1,0,0,0,"""c""",13,"""d""","""correct""","""correct""",1,TRUE,0,TRUE,"""a""","[]","""b""",0,0,5,"314"
"323",323,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:59:36 PDT 2012",1,1,"""fep""","""2""",1,1,"""tupa""",1,0,0,1,"""d""",13,"""a""","""correct""","""correct""",1,TRUE,1,TRUE,"""c""","[]","""b""",0,0,5,"315"
"324",324,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 15:00:42 PDT 2012",0,0,"""wug""","""2""",1,1,"""blicket""",1,0,0,1,"""a""",13,"""b""","""correct""","""correct""",1,TRUE,0,TRUE,"""d""","[]","""c""",0,0,5,"316"
"325",325,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 15:00:36 PDT 2012",1,1,"""tupa""","""2""",1,1,"""wug""",1,0,0,1,"""b""",13,"""d""","""correct""","""correct""",1,TRUE,1,TRUE,"""c""","[]","""a""",0,0,5,"317"
"326",326,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 15:00:23 PDT 2012",1,1,"""fep""","""2""",1,1,"""wug""",1,0,1,1,"""b""",13,"""a""","""correct""","""correct""",1,TRUE,1,TRUE,"""d""","[]","""c""",0,0,5,"318"
"327",327,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 15:02:32 PDT 2012",1,1,"""fep""","""1""",1,1,"""blicket""",1,0,0,0,"""a""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""d""",0,0,5,"319"
"328",328,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 15:03:41 PDT 2012",1,0,"""blicket""","""1""",1,1,"""fep""",1,0,0,0,"""a""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""d""",0,0,5,"320"
"329",329,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 15:03:42 PDT 2012",1,0,"""blicket""","""1""",0,1,"""tupa""",1,0,0,0,"""c""",13,"""b""","""correct""","""correct""",1,TRUE,1,TRUE,"""d""","[]","""a""",0,0,5,"321"
"330",330,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 15:03:35 PDT 2012",0,0,"""wug""","""1""",1,1,"""tupa""",1,0,0,0,"""d""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""a""",0,0,5,"322"
"331",331,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 15:03:43 PDT 2012",0,0,"""blicket""","""1""",1,1,"""tupa""",1,0,0,0,"""a""",13,"""b""","""correct""","""correct""",1,TRUE,0,TRUE,"""d""","[]","""c""",0,0,5,"323"
"332",332,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 15:05:51 PDT 2012",1,0,"""fep""","""2""",1,1,"""tupa""",1,0,0,1,"""d""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""a""","[]","""b""",0,0,5,"324"
"333",333,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 15:05:07 PDT 2012",1,1,"""fep""","""1""",1,1,"""blicket""",1,0,0,0,"""c""",13,"""b""","""correct""","""correct""",0,TRUE,0,TRUE,"""d""","[]","""a""",0,0,5,"325"
"334",334,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 15:06:42 PDT 2012",1,1,"""fep""","""2""",1,1,"""blicket""",1,1,1,1,"""b""",13,"""d""","""correct""","""correct""",1,TRUE,1,TRUE,"""a""","[]","""c""",0,0,5,"326"
"335",335,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 15:07:41 PDT 2012",0,0,"""fep""","""2""",1,1,"""blicket""",1,0,0,1,"""b""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""a""","[]","""d""",0,0,5,"327"
"336",336,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 15:06:46 PDT 2012",0,0,"""blicket""","""2""",1,0,"""fep""",1,0,0,1,"""c""",13,"""b""","""correct""","""false""",0,TRUE,0,TRUE,"""a""","[]","""d""",0,0,5,"328"
"337",337,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 15:08:04 PDT 2012",0,0,"""fep""","""2""",1,0,"""blicket""",1,0,0,1,"""b""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""a""","[]","""d""",0,0,5,"329"
"338",338,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 15:08:47 PDT 2012",0,0,"""tupa""","""2""",1,0,"""fep""",1,0,0,1,"""d""",13,"""c""","""correct""","""correct""",0,TRUE,0,TRUE,"""a""","[]","""b""",0,0,5,"330"
"339",339,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 15:08:59 PDT 2012",1,1,"""wug""","""2""",1,1,"""blicket""",1,1,1,1,"""c""",13,"""d""","""false""","""false""",1,TRUE,1,TRUE,"""a""","[]","""b""",0,1,5,"331"
"340",340,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 15:08:30 PDT 2012",0,0,"""wug""","""2""",1,1,"""tupa""",1,1,0,1,"""d""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""a""","[]","""b""",0,0,5,"332"
"341",341,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 15:08:05 PDT 2012",0,0,"""blicket""","""2""",0,0,"""tupa""",1,0,0,1,"""c""",13,"""b""","""correct""","""correct""",1,TRUE,0,TRUE,"""a""","[]","""d""",0,0,5,"333"
"342",342,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 15:09:53 PDT 2012",0,0,"""wug""","""1""",1,1,"""tupa""",1,0,0,0,"""c""",13,"""a""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""d""",0,0,5,"334"
"343",343,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 15:10:53 PDT 2012",1,0,"""tupa""","""1""",1,1,"""wug""",1,0,0,0,"""d""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""a""",0,0,5,"335"
"344",344,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 15:08:31 PDT 2012",0,0,"""wug""","""2""",0,1,"""tupa""",1,0,0,1,"""d""",13,"""c""","""correct""","""correct""",1,TRUE,1,FALSE,"""a""","[]","""b""",0,0,5,"336"
"345",345,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 15:10:50 PDT 2012",1,0,"""wug""","""1""",1,1,"""fep""",1,1,0,0,"""d""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""a""","[]","""b""",0,0,5,"337"
"346",346,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 15:10:21 PDT 2012",0,0,"""fep""","""1""",0,1,"""blicket""",1,0,0,0,"""d""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""a""",0,0,5,"338"
"347",347,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 15:11:50 PDT 2012",0,0,"""tupa""","""1""",1,0,"""wug""",1,0,0,0,"""c""",13,"""b""","""correct""","""correct""",1,TRUE,0,TRUE,"""d""","[]","""a""",0,0,5,"339"
"348",348,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 15:12:14 PDT 2012",1,1,"""wug""","""1""",1,1,"""blicket""",1,0,0,0,"""b""",13,"""d""","""correct""","""correct""",1,TRUE,1,TRUE,"""a""","[]","""c""",0,0,5,"340"
"349",349,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 15:13:11 PDT 2012",1,1,"""fep""","""1""",1,1,"""tupa""",1,1,1,0,"""a""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""d""",0,0,5,"341"
"350",350,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 15:14:13 PDT 2012",0,0,"""blicket""","""1""",0,1,"""fep""",1,0,0,0,"""a""",13,"""d""","""correct""","""correct""",0,TRUE,0,TRUE,"""b""","[]","""c""",0,0,5,"342"
